TEST_ID,test_step_name,test_Step_Expected_result,test_step_Actual_result
35,Step 10,"System should display ""Select Value"" pop up window.","System displays ""Select Value"" pop up window.
 

  [User: a3k7kzz]"
35,Step 11,"Primary' value should be selected and displayed in ""System"" field.","Primary' value was selected and was displayed in ""System"" field.
  

  [User: a3k7kzz]"
35,Step 12,"System should display ""Select Value"" pop up window.","System displays ""Select Value"" pop up window.

  [User: a3k7kzz]"
35,Step 13,"""Plant"" location should be selected and displayed in the ""Parent"" field.","""Plant"" location was selected and was displayed in the ""Parent"" field.

  [User: a3k7kzz]"
35,Step 14,System should add the selected system and parent details to the location.,"System adds the selected system and parent details to the location.
 

  [User: a3k7kzz]"
35,Step 15,The new location should be saved .,"The new location is saved .

  [User: a3k7kzz]"
35,Step 16,The new created location should be displayed along with other existing locations on the List tab screen under the search fields in the Locations page.,"The new created location is displayed along with other existing locations on the List tab screen under the search fields in the Locations page.

  [User: a3k7kzz]"
36,Step 1,The Preventive Maintenance page should be displayed with the focus on the PM field of the List tab.,"The Preventive Maintenance page is displayed with the focus on the PM field of the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
36,Step 2,The PM tab should be highlighted and the new Preventive Maintenance screen should be displayed.,"The PM tab is highlighted and the new Preventive Maintenance screen is displayed.
 

  [User: a3k7kzz]"
36,Step 3,"The following fields should be defaulted in the PMs page:

1.Site (user’s)
2.Status (defaults to ‘Draft’)
3.Lead Time Active? (checked)
4.WO Type (02 Preventive Maintenance)
5.Work Order Status (WSCH)
6.Priority (3)
7.Interruptible? (checked)
8.WO Category (10 Normal)
9.Storeroom Site (user’s)
10.Use This PM to Trigger PM Hierarchy? = checked
11.Child Work Orders and Tasks Will Inherit Status Changes? = checked.","The following fields are defaulted in the PMs page:

1.Site (user’s)
2.Status (defaults to ‘Draft’)
3.Lead Time Active? (checked)
4.WO Type (02 Preventive Maintenance)
5.Work Order Status (WSCH)
6.Priority (3)
7.Interruptible? (checked)
8.WO Category (10 Normal)
9.Storeroom Site (user’s)
10.Use This PM to Trigger PM Hierarchy? = checked
11.Child Work Orders and Tasks Will Inherit Status Changes? = checked.



  [User: a3k7kzz]"
36,Step 4,"The following fields should be displayed as required fields marked with ""*"" sign.

1.PM and its short description
2.Asset (Detail Menu)
3.WO Type (value list)
4.Work Order Status (value list)
5.Priority
6.WO Category (value list)
7.Area (value list)","The following fields are displayed as required fields marked with ""*"" sign.

1.PM and its short description
2.Asset (Detail Menu)
3.WO Type (value list)
4.Work Order Status (value list)
5.Priority
6.WO Category (value list)
7.Area (value list)



  [User: a3k7kzz]"
36,Step 5,"The following 3M Additional fields should be displayed in the PM page:

1.Area (value list)
2.WO Category (value list)
3.UUC Labor (value list)
4.UUC Matl (value list)","The following 3M Additional fields are displayed in the PM page:

1.Area (value list)
2.WO Category (value list)
3.UUC Labor (value list)
4.UUC Matl (value list)



  [User: a3k7kzz]"
36,Step 6,"System should prompt the user with error message stating ""An asset, location, route or a GL account must be associated with the PM"" along with [OK] button.","System prompts the user with error message stating ""An asset, location, route or a GL account must be associated with the PM"" along with [OK] button.
 

  [User: a3k7kzz]"
36,Step 7,The 3M additional fields should be displayed with the entered/selected value.,"The 3M additional fields are displayed with the entered/selected value.
 

  [User: a3k7kzz]"
36,Step 8,"System should display ""Select Value"" pop up window.","System displays ""Select Value"" pop up window.

  [User: a3k7kzz]"
36,Step 9,"System should add the user selected Job Plan in ""Wok Order Information"" section.","System added the user selected Job Plan in ""Wok Order Information"" section.

  [User: a3k7kzz]"
36,Step 10,The new PM should be saved and added to SAMS.,"The new PM is saved and added to SAMS.

  [User: a3k7kzz]"
36,Step 11,"System should display ""Change Status"" pop up window.","System displays ""Change Status"" pop up window.
 

  [User: a3k7kzz]"
36,Step 12,"System should display ""Active"" in the ""New Status"" drop down field.","System displays ""Active"" in the ""New Status"" drop down field.

  [User: a3k7kzz]"
36,Step 13,System should change the status of PM as active and should display a confirmation message.,"System changes the status of PM as active and displays a confirmation message.
 

  [User: a3k7kzz]"
36,Step 14,"The new created PM should be displayed along with other existing PM on the List tab screen under the search fields in the ""Preventive Maintenance"" page.","The new created PM is displayed along with other existing PM on the List tab screen under the search fields in the ""Preventive Maintenance"" page.
 

  [User: a3k7kzz]"
37,Step 1,The Preventive Maintenance page should be displayed with the focus on the PM field of the List tab.,"The Preventive Maintenance page is displayed with the focus on the PM field of the List tab.

Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
37,Step 2,System should display the PM record in the list tab section.,"System displays the PM record in the list tab section.

  [User: a3k7kzz]"
37,Step 3,System should navigate the user to the PM tab with detailed information.,"System navigates the user to the PM tab with detailed information.
 

  [User: a3k7kzz]"
37,Step 4,"System should allow the user to edit the required fields and other fields in the ""Preventive Maintenance"" screen.","System allows the user to edit the required fields and other fields in the ""Preventive Maintenance"" screen.

  [User: a3k7kzz]"
37,Step 5,The PM should be saved.,"The PM is saved.

  [User: a3k7kzz]"
37,Step 6,The PM record should be displayed with the modified details.,"The PM record is displayed with the modified details.




  [User: a3k7kzz]"
37,Step 1,The Preventive Maintenance page should be displayed with the focus on the PM field of the List tab.,"The Preventive Maintenance page is displayed with the focus on the PM field of the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
37,Step 2,System should display the PM record in the list tab section.,"System displays the PM record in the list tab section.

  [User: a3k7kzz]"
37,Step 3,System should navigate the user to the PM tab with detailed information.,"System navigates the user to the PM tab with detailed information.
 

  [User: a3k7kzz]"
37,Step 4,"System should allow the user to edit the required fields and other fields in the ""Preventive Maintenance"" screen.","System allows the user to edit the required fields and other fields in the ""Preventive Maintenance"" screen.

  [User: a3k7kzz]"
37,Step 5,The PM should be saved.,"The PM is saved.

  [User: a3k7kzz]"
37,Step 6,The PM record should be displayed with the modified details.,"The PM record is displayed with the modified details.




  [User: a3k7kzz]"
38,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: SCHEDULER (TSCHD_GU)

  [User: a3k7kzz]"
38,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
38,Step 3,"The following fields should be defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).","The following fields are defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).

  [User: a3k7kzz]"
38,Step 4,"The following fields should be displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list","The following fields are displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list

  [User: a3k7kzz]"
38,Step 5,"The following 3M Additional fields should be displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list","The following 3M Additional fields are displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list 

  [User: a3k7kzz]"
38,Step 6,"The following fields should not be displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service","The following fields are not displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service



  [User: a3k7kzz]"
38,Step 7,"System should prompt the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""","System prompts the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""
 

  [User: a3k7kzz]"
38,Step 8,"The selected asset number should be displayed and the following fields should be defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.","The selected asset number is displayed and the following fields are defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.

  [User: a3k7kzz]"
38,Step 9,The 3M additional fields should be displayed with the entered/selected value,"The 3M additional fields are displayed with the entered/selected value

  [User: a3k7kzz]"
38,Step 10,"The new work order should be saved and added with a status of ""WAPPR"" to SAMS.","The new work order is saved and added with a status of ""WAPPR"" to SAMS.

  [User: a3k7kzz]"
38,Step 11,The newly created Work order should be displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking  page.,"The newly created Work order is displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking page.
 

  [User: a3k7kzz]"
38,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: PLANNER (TPLNR_GU)

  [User: a3k7kzz]"
38,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
38,Step 3,"The following fields should be defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).","The following fields are defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).

  [User: a3k7kzz]"
38,Step 4,"The following fields should be displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list","The following fields are displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list

  [User: a3k7kzz]"
38,Step 5,"The following 3M Additional fields should be displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list","The following 3M Additional fields are displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list



  [User: a3k7kzz]"
38,Step 6,"The following fields should not be displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service","The following fields are not displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service



  [User: a3k7kzz]"
38,Step 7,"System should prompt the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""","System prompts the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""
 

  [User: a3k7kzz]"
38,Step 8,"The selected asset number should be displayed and the following fields should be defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.","The selected asset number is displayed and the following fields are defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.

  [User: a3k7kzz]"
38,Step 9,The 3M additional fields should be displayed with the entered/selected value,"The 3M additional fields are displayed with the entered/selected value

  [User: a3k7kzz]"
38,Step 10,"The new work order should be saved and added with a status of ""WAPPR"" to SAMS.","The new work order is saved and added with a status of ""WAPPR"" to SAMS.

  [User: a3k7kzz]"
38,Step 11,The newly created Work order should be displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking  page.,"The newly created Work order is displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking page.
 

  [User: a3k7kzz]"
38,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: P_E_MGR (TPEMR_GU)

  [User: a3k7kzz]"
38,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
38,Step 3,"The following fields should be defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).","The following fields are defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).

  [User: a3k7kzz]"
38,Step 4,"The following fields should be displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list","The following fields are displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list

  [User: a3k7kzz]"
38,Step 5,"The following 3M Additional fields should be displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list","The following 3M Additional fields are displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list



  [User: a3k7kzz]"
38,Step 6,"The following fields should not be displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service","The following fields are not displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service



  [User: a3k7kzz]"
38,Step 7,"System should prompt the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""","System prompts the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""
 

  [User: a3k7kzz]"
38,Step 8,"The selected asset number should be displayed and the following fields should be defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.","The selected asset number is displayed and the following fields are defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.

  [User: a3k7kzz]"
38,Step 9,The 3M additional fields should be displayed with the entered/selected value,"The 3M additional fields are displayed with the entered/selected value

  [User: a3k7kzz]"
38,Step 10,"The new work order should be saved and added with a status of ""WAPPR"" to SAMS.","The new work order is saved and added with a status of ""WAPPR"" to SAMS.

  [User: a3k7kzz]"
38,Step 11,The newly created Work order should be displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking  page.,"The newly created Work order is displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking page.
 

  [User: a3k7kzz]"
38,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: MSUPV_ALL (TSUPV_GU)

  [User: a3k7kzz]"
38,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.
  

  [User: a3k7kzz]"
38,Step 3,"The following fields should be defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).","The following fields are defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).

  [User: a3k7kzz]"
38,Step 4,"The following fields should be displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list","The following fields are displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list

  [User: a3k7kzz]"
38,Step 5,"The following 3M Additional fields should be displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list","The following 3M Additional fields are displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list



  [User: a3k7kzz]"
38,Step 6,"The following fields should not be displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service","The following fields are not displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service



  [User: a3k7kzz]"
38,Step 7,"System should prompt the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""","System prompts the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""
 

  [User: a3k7kzz]"
38,Step 8,"The selected asset number should be displayed and the following fields should be defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.","The selected asset number is displayed and the following fields are defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.

  [User: a3k7kzz]"
38,Step 9,The 3M additional fields should be displayed with the entered/selected value,"The 3M additional fields are displayed with the entered/selected value
  

  [User: a3k7kzz]"
38,Step 10,"The new work order should be saved and added with a status of ""WAPPR"" to SAMS.","The new work order is saved and added with a status of ""WAPPR"" to SAMS.

  [User: a3k7kzz]"
38,Step 11,The newly created Work order should be displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking  page.,"The newly created Work order is displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking page.
 

  [User: a3k7kzz]"
38,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: SAMS_COOR (TSACD_GU)

  [User: a3k7kzz]"
38,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
38,Step 3,"The following fields should be defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).","The following fields are defaulted in the Work order Tracking page:

1.Work Order
2.Site
3.Default WOCLASS
4.WO category (defaults to ‘N’)
5.Status (defaults to ‘WAPPR’)
6.Status Date (today’s date)
7.Inherit Status Changes? (checked), 8.Accepts Charges (checked)
9.Priority (defaults to 3)
10.Interruptible (checked)
11.Reported By (user logon)
12.Reported Date (current date)
13.Phone (if on the Person Record in SAMS).

  [User: a3k7kzz]"
38,Step 4,"The following fields should be displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list","The following fields are displayed as required fields marked with ""*"" in red color:

1.Work Order and short description
2.Asset - Look up
3.Work Type - Value list
4.WO Category - Value list
5.Status Date
6.Asset/Location Priority
7.Priority
8.Target Finish
9.Duration
10.Reported By
11.Reported Date
12.Area - Value list

  [User: a3k7kzz]"
38,Step 5,"The following 3M Additional fields should be displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list","The following 3M Additional fields are displayed in the Work Order page:

1.GL Proj/Act, 
2.GL Prod Line
3.WO User1
4.WO User2 - Value list
5.Asset User1 - Value list
6.Asset User2
7.UUC Labor-Value list
8.UUC Matl-Value list
9.MOC
10.Area-Value list
11.WO Class - Value list



  [User: a3k7kzz]"
38,Step 6,"The following fields should not be displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service","The following fields are not displayed in the Work order page:

1.Change By 
2.Task
3. Configuration Item
4.Classification
5.Class Description
6. Launch Entry Name
7.Under Flow Control?
8.Suspend Flow Control?
9. Flow Action
10.Flow Action Assist?
11.SLA Applied?
12. Charge to Store?
13.Risk Assessment
14.Service Group
15.Service



  [User: a3k7kzz]"
38,Step 7,"System should prompt the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""","System prompts the user with error message stating ""You have not entered a value in the following required fields:<List of Fields> Enter the required values before you save this record""
 

  [User: a3k7kzz]"
38,Step 8,"The selected asset number should be displayed and the following fields should be defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.","The selected asset number is displayed and the following fields are defaulted on selecting the asset number:
1.Asset short description
2.Location and its short description
3.GL Account
4.Asset/Location Priority (defaults either to 3 or from the Asset)
5.Asset UP? (checked)
6.Interruptible?(Checked)
7.Area.

  [User: a3k7kzz]"
38,Step 9,The 3M additional fields should be displayed with the entered/selected value,"The 3M additional fields are displayed with the entered/selected value

  [User: a3k7kzz]"
38,Step 10,"The new work order should be saved and added with a status of ""WAPPR"" to SAMS.","The new work order is saved and added with a status of ""WAPPR"" to SAMS.

  [User: a3k7kzz]"
38,Step 11,The newly created Work order should be displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking  page.,"The newly created Work order is displayed along with other existing Work order on the List tab screen under the search fields in the Work order tracking page.
 

  [User: a3k7kzz]"
38,Step 1,The Work order tracking page should be displayed with the focus on the List tab.,"The Work order tracking page is displayed with the focus on the List tab.

Actor: SAMS_PES (TSAMSPES)

  [User: a3k7kzz]"
38,Step 2,The Work Order tab should be highlighted and the new Work Order screen should be displayed.,"The Work Order tab is highlighted and the new Work Order screen is displayed.

  [User: a3k7kzz]"
